-83.53	55.21	-
47.05	90.31	+
78.78	87.22	+
-3.41	-46.33	-
-45.57	-35.21	-
-64.2	-50.38	-
-84.5	75.11	+
-53.91	44.79	+
-66.82	61.37	+
-43.94	-63.61	-
-93.75	56.37	-
-79.2	-68.77	-
-75.81	-21.47	-
72.43	53.69	+
-49.43	-48.86	-
-60.07	53.3	+
-32.17	55.71	+
88.73	85.77	+
18.68	42.15	+
-0.54	-54.72	-
-56.9	0.85	-
-70.47	27.43	-
15.34	22.8	+
-4.25	54.12	+
-0.35	-53.9	-
-65.77	77.73	+
-9.0	46.09	+
-72.49	-75.24	-
69.54	-83.22	-
14.1	75.34	+
-95.76	-95.86	-
18.44	-30.02	-
-21.51	-35.26	-
-54.56	-91.92	-
94.29	60.45	+
17.01	89.3	+
82.69	-62.76	-
66.45	56.71	+
-47.35	-52.46	-
41.91	94.33	+
36.8	41.92	+
-40.11	-69.01	-
99.55	69.35	+
-83.12	-66.97	-
5.57	10.58	+
47.49	-3.01	+
96.49	-55.26	+
9.51	96.69	+
66.46	-47.06	-
-10.88	89.01	+
-39.27	40.88	+
18.06	-77.91	-
-45.57	-45.1	-
-78.17	86.36	+
72.84	-90.16	-
0.88	-40.59	-
11.0	9.12	+
5.34	76.53	+
37.09	-91.96	-
-45.85	23.44	-
88.02	50.26	+
60.38	-32.41	+
79.16	-30.4	+
-88.1	0.59	-
44.62	-28.85	+
86.17	-37.79	+
38.69	-96.08	-
47.18	-87.96	-
15.94	-90.02	-
-36.9	-84.16	-
-39.65	7.24	-
-39.51	78.53	+
27.66	71.11	+
35.13	-69.93	-
63.7	35.05	+
-9.05	42.58	+
-45.36	23.12	-
-36.81	47.63	+
-71.79	-58.37	-
29.89	-96.52	-
72.4	-85.46	-
32.62	48.05	+
69.39	-7.87	+
78.31	-45.21	+
60.75	11.52	+
22.61	98.71	+
36.66	-69.32	-
11.12	-4.72	+
56.97	-9.3	+
50.92	37.97	+
68.93	66.11	+
36.42	-4.18	+
-56.96	5.8	-
-34.6	-87.96	-
-95.16	-6.75	-
5.67	-18.63	-
68.06	-49.8	-
-83.06	-22.02	-
-41.06	0.82	-
38.8	-61.36	-
