-42.8	18.1	-
-65.47	-29.15	-
70.0	20.22	+
-28.68	-49.34	-
1.36	-30.03	-
-46.71	-24.41	-
46.37	-37.35	-
85.54	95.67	+
80.07	-52.27	+
79.01	69.76	+
34.18	51.4	+
-94.46	75.63	+
53.72	-17.55	+
81.0	86.12	+
-7.15	-79.9	-
-40.34	-36.74	-
60.51	49.35	+
-93.8	-87.39	-
-28.1	-72.86	-
-10.04	-82.34	-
-94.43	19.51	-
94.86	-81.55	-
40.64	-91.26	-
54.48	-98.59	-
47.17	-15.29	+
-80.9	14.22	-
58.38	24.29	+
74.13	32.46	+
83.04	59.59	+
-0.63	56.18	+
85.01	68.38	+
27.0	51.6	+
-30.1	14.35	-
-86.88	-60.23	-
-47.58	41.53	+
90.3	-33.25	+
21.43	-16.27	-
86.18	-98.21	-
53.02	-5.72	+
88.41	-91.81	-
34.16	-67.46	-
19.93	-88.82	-
-43.4	1.02	-
-56.39	-14.55	-
-40.2	-35.42	-
60.11	30.22	+
26.45	-3.95	+
-90.29	32.7	-
-64.33	49.2	+
27.71	-43.15	-
46.78	-28.28	+
81.68	39.36	+
-18.87	77.75	+
-66.5	51.9	+
-72.76	-97.1	-
31.0	9.3	+
-85.2	27.81	-
49.55	95.03	+
-52.48	82.89	+
-5.46	-96.43	-
71.47	-82.04	-
-99.41	-92.76	-
-33.86	-92.01	-
-21.47	33.4	+
96.53	49.86	+
-59.46	37.78	-
-62.77	91.1	+
46.59	-69.14	-
42.84	19.37	+
11.91	-4.94	+
-16.51	77.48	+
-81.14	54.13	+
-48.93	-73.86	-
44.9	-56.03	-
10.39	-72.35	-
-27.89	-67.01	-
-76.17	-92.05	-
-11.21	-41.99	-
-55.11	-43.48	-
59.58	29.93	+
87.75	-50.04	+
31.35	83.67	+
54.6	33.02	+
-28.59	51.36	+
82.83	-9.18	+
19.99	93.11	+
-5.95	-32.91	-
-35.24	-76.38	-
-59.62	68.97	+
-67.1	-12.6	-
-62.95	-68.43	-
-89.42	7.13	-
-90.66	-7.39	-
-78.37	57.68	+
28.07	-26.63	-
64.86	-40.66	+
95.24	69.38	+
38.38	-67.71	-
-13.42	20.51	+
70.42	25.08	+
-66.84	-99.14	-
-29.25	42.87	+
16.78	-92.81	-
76.85	-61.18	-
-34.89	58.53	+
81.5	47.37	+
85.04	69.71	+
-75.02	-70.97	-
-93.71	40.84	-
77.31	-83.98	-
27.1	-82.47	-
94.07	9.3	+
88.8	53.17	+
-16.62	44.51	+
-28.71	41.85	+
-43.72	-80.98	-
-84.92	-3.86	-
-61.04	66.78	+
-94.88	-95.38	-
24.12	-51.9	-
24.17	-84.66	-
42.32	-48.61	-
72.15	-2.99	+
53.49	-96.68	-
-97.24	27.04	-
-4.7	60.32	+
-86.25	-84.58	-
29.64	30.52	+
63.75	64.14	+
-91.65	49.78	-
-16.27	36.97	+
81.88	40.82	+
-26.43	-84.75	-
-73.32	-40.74	-
-66.09	-21.25	-
-14.42	-67.39	-
-87.11	-19.32	-
-60.42	19.27	-
-49.35	44.1	+
47.41	-93.78	-
56.9	24.38	+
-32.9	-39.67	-
95.79	84.3	+
96.88	-58.49	+
-14.66	-66.19	-
-13.6	73.63	+
4.03	-45.47	-
-92.48	-59.29	-
4.55	23.18	+
-58.15	74.89	+
-3.99	0.14	-
42.79	14.65	+
87.37	9.8	+
-3.31	-47.73	-
35.11	-12.98	+
27.26	62.12	+
-45.81	-11.59	-
95.85	82.42	+
-99.23	-12.2	-
-65.36	-83.54	-
-93.11	47.83	-
-24.15	99.17	+
-62.93	37.2	-
1.46	-32.69	-
66.67	45.17	+
40.56	96.14	+
95.44	72.87	+
-31.69	8.09	-
-78.49	36.68	-
-59.36	92.49	+
45.31	47.33	+
21.94	49.16	+
-31.17	96.18	+
-88.45	38.23	-
64.93	85.82	+
-33.75	-61.15	-
-34.88	-92.99	-
-96.3	-65.49	-
3.97	-91.08	-
92.07	33.48	+
14.47	62.74	+
4.67	57.16	+
94.95	-15.7	+
9.88	-37.0	-
61.51	61.63	+
36.98	-3.92	+
75.79	-95.98	-
41.21	54.64	+
-44.56	15.31	-
-51.69	-37.32	-
-59.09	-92.12	-
-58.85	14.32	-
95.32	-47.63	+
-96.67	97.89	+
-59.02	-93.81	-
72.66	-0.6	+
-79.79	-96.87	-
86.23	65.24	+
54.75	16.89	+
64.79	61.35	+
94.81	-24.68	+
55.18	85.43	+
-42.01	-48.66	-
21.05	-83.28	-
95.11	70.5	+
-39.63	58.9	+
-69.81	-77.44	-
-46.22	-56.92	-
55.66	81.8	+
-29.57	11.61	-
-34.29	-33.66	-
-8.52	-42.36	-
-66.1	82.12	+
28.87	-83.41	-
-49.57	0.41	-
-67.74	-6.33	-
36.33	79.75	+
25.8	-63.33	-
-50.54	-2.54	-
-39.0	-77.57	-
-5.24	55.29	+
33.96	-11.45	+
95.8	-41.02	+
-75.65	84.18	+
3.52	42.67	+
-50.88	93.2	+
-85.26	-27.04	-
65.05	-75.17	-
-30.71	64.6	+
-7.44	57.77	+
3.21	-25.4	-
-12.06	-26.23	-
-52.61	48.3	+
-32.12	20.88	+
22.99	98.75	+
-92.95	4.97	-
32.11	6.94	+
-54.37	-35.48	-
-9.75	24.84	+
-76.11	39.0	-
79.92	-12.27	+
-52.26	-6.61	-
-66.43	-59.44	-
-8.13	-30.43	-
-7.24	18.04	+
50.37	-62.63	-
-95.94	22.93	-
-42.06	-13.45	-
34.05	-87.85	-
57.96	44.62	+
-89.49	-81.96	-
-18.14	-79.48	-
6.81	-88.41	-
-65.74	84.62	+
57.99	76.89	+
-13.63	40.84	+
70.6	-39.47	+
-80.24	0.99	-
51.47	80.25	+
81.4	78.61	+
-77.73	-68.47	-
-86.05	-49.07	-
36.79	17.95	+
-7.87	8.61	+
-9.94	40.43	+
3.39	3.06	+
-11.87	14.74	+
-9.5	-81.22	-
54.95	-48.66	-
83.14	-59.06	-
-74.3	80.03	+
-18.44	-57.61	-
-92.7	-78.81	-
90.74	51.59	+
-89.72	-21.87	-
-93.99	-14.9	-
96.74	74.37	+
37.61	-54.07	-
-41.3	66.81	+
-44.81	-43.0	-
14.86	-49.85	-
-19.73	-1.9	-
-41.95	-94.48	-
-30.8	7.99	-
-17.59	13.74	+
23.62	0.43	+
39.91	44.81	+
31.25	-11.86	+
83.5	-79.86	-
-33.03	14.39	-
96.24	65.95	+
-48.6	-52.99	-
-48.44	67.27	+
3.43	-68.81	-
-80.34	-81.64	-
27.93	81.73	+
-97.16	-42.45	-
-93.72	-56.16	-
-90.74	-81.41	-
93.2	32.45	+
-44.05	-51.52	-
-99.77	10.02	-
-29.57	25.28	+
-75.22	24.8	-
-27.49	-48.62	-
-76.31	95.44	+
