-54.09	-47.63	-
43.95	-52.23	-
51.73	-94.45	-
-82.33	34.97	-
81.78	23.75	+
-88.5	-53.83	-
-48.96	79.17	+
-60.1	-32.86	-
50.95	-31.3	+
96.52	11.18	+
96.42	25.85	+
-5.47	-80.09	-
4.2	-22.85	-
71.2	28.84	+
12.79	41.6	+
-80.75	78.59	+
71.34	55.83	+
-17.79	-61.62	-
-50.83	-11.94	-
18.51	20.02	+
66.88	77.41	+
-42.33	51.79	+
82.77	61.3	+
65.69	99.04	+
-51.86	79.46	+
32.27	49.57	+
-16.3	13.15	+
76.95	-43.52	+
-68.77	74.89	+
0.6	25.98	+
33.49	15.47	+
48.08	32.63	+
62.27	46.23	+
6.3	-2.76	+
56.16	-28.53	+
98.03	32.71	+
-59.62	67.37	+
-56.74	92.3	+
-17.19	83.58	+
-58.19	44.58	+
-24.43	98.33	+
-25.99	27.89	+
82.04	28.83	+
44.95	60.42	+
53.22	40.6	+
16.19	-8.49	+
54.96	16.53	+
77.22	10.76	+
45.14	89.9	+
92.75	55.92	+
-31.84	77.3	+
-23.62	63.62	+
58.77	30.37	+
-58.25	65.0	+
1.48	68.27	+
-20.83	87.15	+
-46.98	59.81	+
-11.78	79.92	+
44.97	58.26	+
82.94	78.39	+
-73.61	70.96	+
47.26	34.65	+
-52.46	38.71	+
94.63	94.04	+
-73.73	90.11	+
-46.71	56.73	+
-30.15	38.26	+
-0.84	34.14	+
-62.16	47.89	+
-33.25	64.22	+
-91.96	72.14	+
16.32	81.37	+
1.33	85.64	+
0.22	91.02	+
-96.89	98.5	+
-37.43	60.3	+
44.24	73.55	+
11.96	34.58	+
77.41	88.57	+
1.16	86.1	+
99.88	70.29	+
-71.89	59.56	+
78.53	-29.08	+
-79.84	94.64	+
27.02	83.19	+
-20.36	49.45	+
69.01	2.8	+
4.01	98.43	+
70.18	-12.49	+
45.34	34.68	+
83.35	24.52	+
-59.41	91.84	+
76.67	60.78	+
-0.62	53.91	+
92.8	49.06	+
40.15	83.5	+
81.05	-20.28	+
39.45	82.06	+
-22.1	25.39	+
-38.09	78.94	+
