-57.47	-50.7	-
-28.2	10.32	-
-6.1	65.18	+
82.64	45.57	+
27.94	-38.55	-
-22.73	21.31	+
-32.03	67.3	+
-50.22	41.15	+
-15.07	85.81	+
-95.67	80.09	+
-54.93	-22.35	-
-3.83	-44.44	-
-22.85	48.82	+
-56.82	10.72	-
51.2	87.05	+
-61.41	25.58	-
30.06	39.74	+
60.34	-94.45	-
21.71	-47.05	-
-22.57	97.34	+
-39.49	-74.94	-
-38.52	-90.15	-
-31.83	-47.97	-
-84.82	9.96	-
28.29	-11.09	+
-47.32	84.8	+
77.82	31.8	+
37.48	87.2	+
74.56	-96.77	-
-64.61	-77.42	-
32.86	-63.7	-
-23.59	8.42	-
23.51	80.09	+
-11.92	-97.11	-
-80.41	81.02	+
48.86	21.7	+
41.95	-45.57	-
46.99	62.41	+
95.16	-95.57	-
-78.32	3.13	-
8.83	-23.2	-
-11.08	-8.75	-
-68.41	-64.73	-
29.03	86.57	+
-5.24	-46.06	-
80.11	8.29	+
-47.06	4.75	-
-6.46	53.73	+
28.17	53.29	+
86.19	-16.52	+
-70.3	64.47	+
-78.39	22.3	-
-57.21	-6.75	-
-15.05	74.76	+
86.65	53.76	+
20.26	-40.99	-
95.99	92.39	+
84.74	57.87	+
-79.33	87.21	+
54.15	-47.67	-
-78.14	-97.01	-
-83.81	-56.68	-
85.32	57.44	+
96.2	-97.19	-
-5.29	-49.65	-
36.61	-24.66	+
45.46	41.73	+
-74.7	-67.01	-
59.0	-19.75	+
-46.64	66.46	+
83.84	65.74	+
38.05	15.88	+
19.38	25.27	+
-62.44	-69.02	-
-43.82	-6.98	-
-93.61	-42.53	-
-39.44	27.84	+
-96.51	47.57	-
-0.0	72.66	+
-47.15	-37.71	-
-61.77	-67.0	-
89.62	76.86	+
-35.24	-71.22	-
-6.83	-52.97	-
86.49	11.32	+
-84.39	10.38	-
-85.93	19.72	-
-32.47	4.56	-
91.65	70.68	+
-72.16	63.2	+
10.76	-36.61	-
-64.59	-89.55	-
-90.43	51.85	-
-40.47	-14.18	-
54.46	34.21	+
-8.8	-52.48	-
64.95	74.76	+
33.59	-35.7	-
-29.12	-39.23	-
-55.49	58.17	+
-96.65	-50.98	-
-30.32	2.43	-
-49.19	49.1	+
54.03	80.8	+
-45.02	-69.46	-
28.72	43.96	+
73.43	27.18	+
43.73	-51.8	-
80.42	-64.4	-
48.26	0.38	+
-53.05	47.88	+
-36.74	-3.69	-
17.0	43.85	+
2.57	-6.07	-
42.78	1.36	+
-62.49	25.55	-
90.52	-76.79	-
-40.12	77.0	+
38.55	64.99	+
-48.32	8.65	-
-91.35	-16.41	-
-1.18	-67.39	-
14.31	-62.56	-
-79.53	-31.75	-
-22.32	60.88	+
-58.88	-90.53	-
-27.33	-40.11	-
88.84	-46.34	+
22.34	81.5	+
98.02	-53.18	+
-39.91	82.01	+
-16.62	72.57	+
51.61	-36.1	-
71.84	8.6	+
12.74	-10.07	+
-61.38	99.17	+
50.25	-31.45	+
-62.66	30.79	-
-30.65	-66.71	-
-18.55	-71.59	-
40.95	42.42	+
-80.5	77.28	+
-56.98	35.38	-
9.36	-16.38	-
27.14	57.99	+
72.85	-5.59	+
46.27	5.73	+
42.56	57.37	+
-25.44	-38.1	-
84.29	-77.59	-
-65.92	-20.28	-
87.19	50.38	+
-43.61	43.33	+
-53.84	-60.44	-
13.17	-34.02	-
-39.67	15.21	-
87.3	-56.89	+
25.9	20.65	+
-98.24	-2.25	-
88.44	35.43	+
58.75	39.06	+
11.52	-10.03	-
-47.76	71.02	+
-22.75	-22.55	-
93.53	84.18	+
67.42	6.94	+
14.49	10.95	+
-5.59	1.94	-
-40.17	8.83	-
36.89	-84.72	-
-47.79	-95.21	-
90.46	34.22	+
38.61	62.11	+
-51.99	88.99	+
-82.74	44.76	-
-3.24	-2.38	-
63.64	69.63	+
-56.24	-10.76	-
-62.65	61.06	+
-87.78	44.5	-
-88.32	-99.9	-
53.9	-59.6	-
7.1	54.14	+
-69.34	-87.63	-
30.76	36.42	+
50.2	70.48	+
-39.65	59.49	+
24.41	-67.57	-
83.47	-48.33	+
-62.67	-0.83	-
-46.23	77.72	+
-8.02	1.11	-
7.47	-41.17	-
-84.71	34.29	-
-93.84	-9.69	-
36.31	-66.2	-
-49.38	-67.55	-
-54.4	-50.7	-
74.52	16.47	+
60.64	44.37	+
-62.63	91.07	+
77.72	-60.69	-
42.55	-72.02	-
49.35	48.03	+
55.84	-82.07	-
